,ChName,Dynasty,DynastyBirth,DynastyDeath,EngName,Entry,EraBirth,EraDeath,EraYearBirth,EraYearDeath,Gender,IndexYear,JunWang,Notes,PersonId,SocialStatus,YearBirth,YearDeath,YearsLived,nid
210,石普,元,未詳,未詳,Shi Pu,正常科舉,未詳,未詳,,,0,1375,【未詳】,至正5年進士,101748,義軍首領,,,,101748
211,李郁,元,未詳,未詳,Li Yu,,未詳,未詳,,,0,,【未詳】,,102867,,,,,102867
212,張恭,元,未詳,未詳,Zhang Gong,正常科舉,未詳,未詳,,,0,,【未詳】,,106577,,,,,106577
213,張恭,元,未詳,未詳,Zhang Gong,正常科舉,未詳,未詳,,,0,,【未詳】,,106577,,,,,150317
214,溫珪輔,元,未詳,未詳,Wen Guifu,,未詳,未詳,,,0,,【未詳】,,109682,,,,,109682
215,俞鈞,元,未詳,未詳,Yu Jun,,未詳,未詳,,,0,1353,【未詳】,"Yu(1) Jun [35212] CHECK epitaph of father, Tianmin [35207].",35212,,0,0,0,35212
216,廖志賢,元,未詳,未詳,Liao Zhixian,,未詳,未詳,,,0,,【未詳】,,110159,,,,,110159
217,蕭道輔,元,未詳,未詳,Xiao Daofu,,未詳,未詳,,,0,,【未詳】,,112164,,,,,112164
218,蕭道輔,元,未詳,未詳,Xiao Daofu,,未詳,未詳,,,0,,【未詳】,,112164,,,,,144704
219,馮三,元,未詳,未詳,Feng San,,未詳,未詳,,,0,,【未詳】,,108990,,,,,108990
220,太不花,元,未詳,未詳,Taibuhua,,未詳,未詳,,,0,,【未詳】,,116824,,,,,116824
221,葉衡,元,未詳,未詳,Ye Heng,,未詳,未詳,,,0,,【未詳】,,109728,,,,,109728
222,程仲昶,元,未詳,未詳,Cheng Zhongchang,,未詳,未詳,,,0,,【未詳】,,417390,,,,,417390
223,也先帖木兒,元,未詳,未詳,Yexiantiemuer,,未詳,未詳,,,0,,【未詳】,,114819,,,,,114819
224,苟士忠,元,未詳,未詳,Gou Shizhong,,未詳,未詳,,,0,1258,【未詳】,,117736,,1200,1258,59,117736
225,袁采,元,未詳,未詳,Yuan Cai,,未詳,未詳,,,0,1377,【未詳】,,133793,,,,,133793
226,李思恭,元,未詳,未詳,Li Sigong,,未詳,未詳,,,0,,【未詳】,,103325,,,,,103325
227,忽里牙忽思,元,未詳,未詳,Huliyahusi,,未詳,未詳,,,0,,【未詳】,,402891,,,,,402891
228,王益字,元,未詳,未詳,Wang Yizi,,未詳,未詳,,,0,,【未詳】,,101318,儒學,,,,101318
229,馬奧剌憨,元,未詳,未詳,Ma Aolahan,,未詳,未詳,,,0,,【未詳】,,106127,,,,,106127
230,余玠,元,南宋,南宋,Yu Jie,軍功補授門,慶元,寶祐,4,1,0,1253,【未詳】,,41850,[諸生];[大帥],1198,1253,56,41850
231,趙仁表,元,未詳,未詳,Zhao Renbiao,,未詳,未詳,,,0,1311,【未詳】,Index year algorithmically generated: Rule 8;,110509,,,,,110509
232,韓志,元,未詳,未詳,Han Zhi,,未詳,未詳,,,0,,【未詳】,,112534,,,,,112534
233,梁居仁,元,未詳,未詳,Liang Juren,,未詳,未詳,,,0,,【未詳】,,408966,,,,,408966
234,僧家奴,元,未詳,未詳,Sengjianu,,未詳,未詳,,,0,,【未詳】,,116577,,,,,116577
235,揭垚翁,元,未詳,未詳,Jie Yaoweng,,未詳,未詳,,,0,1296,【未詳】,,108569,鄉先生,,1296,,108569
236,何煥文,元,未詳,未詳,He Huanwen,,未詳,未詳,,,0,1282,【未詳】,,102164,,1223,1295,73,102164
237,曹璣,元,未詳,未詳,Cao Ji,,未詳,未詳,,,0,,【未詳】,,107366,,,,,107366
238,羅啟南,元,未詳,未詳,Luo Qinan,,未詳,未詳,,,0,,【未詳】,,112867,,,,,112867
239,陳大謨,元,未詳,未詳,Chen Damo,,未詳,未詳,,,0,,【未詳】,,108093,,,,,108093
240,阿魯灰,元,未詳,未詳,Aluhui,血親門,未詳,未詳,,,0,,【未詳】,,113775,,,,,113775
241,陳Z,元,未詳,未詳,Chen Z,,未詳,未詳,,,0,1285,【未詳】,"Chen(1) Z [28420] CHECK funerary inscription of daughter, Shi(4) [28419].",28420,,0,0,0,28420
242,蔣維楨,元,未詳,未詳,Jiang Weizhen,,未詳,未詳,,,0,,【未詳】,,111748,,,,,111748
243,蔣維楨,元,未詳,未詳,Jiang Weizhen,,未詳,未詳,,,0,,【未詳】,,111748,,,,,6962
244,蔣維楨,元,未詳,未詳,Jiang Weizhen,,未詳,未詳,,,0,,【未詳】,,111748,,,,,197660
245,陳太初,元,未詳,未詳,Chen Taichu,,未詳,未詳,,,0,,【未詳】,,108139,,,,,108139
246,懷都,元,未詳,未詳,Huaidou,,未詳,未詳,,,0,1279,【未詳】,,116127,,,1279,,116127
247,雷頤忠,元,未詳,未詳,Lei Yizhong,,未詳,未詳,,,0,,【未詳】,,432524,,,,,432524
248,呂秩,元,未詳,未詳,Lv Zhi,,未詳,未詳,,,0,,【未詳】,,102534,,,,,102534
249,郭恕,元,未詳,未詳,Guo Shu,,未詳,未詳,,,0,,【未詳】,,107736,,,,,107736
250,張礎,元,未詳,未詳,Zhang Chu,,未詳,未詳,,,0,1291,【未詳】,,106824,,1232,1294,63,106824
251,耶律文謙,元,未詳,未詳,Yelv Wenqian,,未詳,未詳,,,0,,【未詳】,,104819,,,,,104819
252,釋智延,元,未詳,未詳,Shi Zhiyan,,未詳,未詳,,,0,1316,【未詳】,,113325,,1257,1335,79,113325
253,衛徳政,元,未詳,未詳,Wei Dezheng,,未詳,未詳,,,0,,【未詳】,,423335,,,,,423335
254,劉宣子,元,未詳,未詳,Liu Xuanzi,,未詳,未詳,,,0,,【未詳】,,111318,,,,,111318
255,李宗仁,元,未詳,未詳,Li Zongren,,未詳,未詳,,,0,,【未詳】,,406352,,,,,406352
256,李宗仁,元,未詳,未詳,Li Zongren,,未詳,未詳,,,0,,【未詳】,,406352,,,,,268147
257,王士恭,元,未詳,未詳,Wang Shigong,,未詳,未詳,,,0,,【未詳】,,101031,,,,,101031
258,楊湜,元,未詳,未詳,Yang Shi,徵召門,未詳,未詳,,,0,,【未詳】,,109401,,,,,109401
259,馬合謀,元,未詳,未詳,Mahemou,,未詳,未詳,,,0,,【未詳】,,115422,,,,,115422
260,趙良震,明,未詳,未詳,Zhao Liangzhen,,未詳,未詳,,,0,1366,【未詳】,,110620,,1307,1383,77,110620
261,鄭昭祖,元,未詳,未詳,Zheng Zhaozu,薦舉門,未詳,未詳,,,0,1333,【未詳】,Index year algorithmically generated: Rule 9;,111932,,,,,111932
262,林植,元,未詳,未詳,Lin Zhi,,未詳,未詳,,,0,,【未詳】,,104233,,,,,104233
263,金莘,元,未詳,未詳,Jin Shen,,未詳,未詳,,,0,,【未詳】,,104399,,,,,104399
264,王鑑翁,元,未詳,未詳,Wang Jianweng,,未詳,未詳,,,0,,【未詳】,,101461,,,,,101461
265,長壽,元,未詳,未詳,Changshou,,未詳,未詳,,,0,,【未詳】,,115072,,,,,115072
266,巴而朮阿而忒的斤,元,未詳,未詳,Baershu Aer Tuidejin,歸降門,未詳,未詳,,,0,1237,畏吾兒,"Barcu Art Tegin [30339] WDY, 4, p. 1265.",30339,統治者,0,0,0,30339
267,馮惟吉,元,未詳,未詳,Feng Weiji,,未詳,未詳,,,0,,【未詳】,,109051,良吏;循吏,,,,109051
268,鄭天覺,元,未詳,未詳,Zheng Tianjue,,未詳,未詳,,,0,1326,【未詳】,,111898,,1267,1339,73,111898
269,元幹,元,未詳,未詳,Yuan Gan,,未詳,未詳,,,0,1356,【未詳】,"Yuan(2) Gan [29118] Yuan Mingshan, WJ, 5.44b-45b.",29118,,0,0,0,29118
270,忙哥帖木兒,元,未詳,未詳,Manggetiemuer,,未詳,未詳,,,0,1356,【未詳】,Index year algorithmically generated: Rule 13;,115588,,,,,115588
271,臧睦,元,未詳,未詳,Cang Mu,,未詳,未詳,,,0,,【未詳】,,110270,,,,,110270
272,郝和尚拔都,元,未詳,未詳,Hao Huoshangbadu,,未詳,未詳,,,0,1252,【未詳】,,105971,,1204,1252,49,105971
273,施合德,元,未詳,未詳,Shi Hede,,未詳,未詳,,,0,,【未詳】,,104663,,,,,104663
274,朱堂,元,未詳,未詳,Zhu Tang,,未詳,未詳,,,0,,【未詳】,,101932,,,,,101932
275,費伯恭,宋,未詳,元,Fei Bogong,正常科舉,未詳,至元,,24,0,1287,【未詳】,"Fei(1) Bogong [27556] CHECK funerary inscription. Kinship based on address and chronological logic. CBD, 4, 2926.",27556,[為官者：文],,1287,,27556
276,牛雲鵬,元,未詳,未詳,Niu Yunpeng,,未詳,未詳,,,0,,【未詳】,,100620,,,,,100620
277,史駉孫,元,未詳,未詳,Shi Jiongsun,正常科舉,未詳,未詳,,,0,1357,【未詳】,"Shi(5) Jiongsun [18215] See Davis. Ningpo FZ, 17.1113.",18215,[為官者：文],0,0,0,18215
278,陳良弼,元,未詳,未詳,Chen Liangbi,,未詳,未詳,,,0,,【未詳】,,108210,書院山長,,,,108210
279,孛羅帖木兒,元,未詳,未詳,Beiluotiemuer,,未詳,未詳,,,0,,【未詳】,,114233,,,,,114233
280,劉德,元,未詳,未詳,Liu De,,未詳,未詳,,,0,,【未詳】,,111031,,,,,111031
281,宮璹,元,未詳,未詳,Gong Shou,,未詳,未詳,,,0,,【未詳】,,105422,,,,,105422
282,本巴楞,元,未詳,未詳,Benbaleng,,未詳,未詳,,,0,,【未詳】,,405084,,,,,405084
283,徐再思,元,未詳,未詳,Xu Zaisi,,未詳,未詳,,,0,,【未詳】,,105588,,,,,105588
284,丁居實,元,未詳,未詳,Ding Jushi,,未詳,未詳,,,0,1262,【未詳】,,100270,,1203,1277,75,100270
285,詹獻,元,未詳,未詳,Zhan Xian,,未詳,未詳,,,0,,【未詳】,,109952,,,,,109952
286,朶列普化,元,未詳,未詳,Duoliepuhua,,未詳,未詳,,,0,,【未詳】,,114663,,,,,114663
287,哈迷都丁,元,未詳,未詳,Hamidouding,,未詳,未詳,,,0,,【未詳】,,115971,,,,,115971
288,游顯,元,未詳,未詳,You Xian,,未詳,未詳,,,0,1269,【未詳】,,108640,,1210,1283,74,108640
289,直兒朝,元,未詳,未詳,Zhierchao,,未詳,未詳,,,0,,【未詳】,,416702,,,,,416702
290,卜顏帖木兒,元,未詳,未詳,Buyantiemuer,,未詳,未詳,,,0,,【未詳】,,114399,,,,,114399
291,劉哈八兒,元,未詳,未詳,Liu Habaer,,未詳,未詳,,,0,,【未詳】,,111461,,,,,111461
292,朱升,元,未詳,未詳,Zhu Sheng,,未詳,未詳,,,0,1347,【未詳】,,101898,,1288,1354,67,101898
293,范仲謙,元,未詳,未詳,Fan Zhongqian,,未詳,未詳,,,0,,【未詳】,,105072,,,,,105072
294,劉文質,元,未詳,未詳,Liu Wenzhi,,未詳,未詳,,,0,,【未詳】,,111174,,,,,111174
295,釋守忠,元,未詳,未詳,Shi Shouzhong,,未詳,未詳,,,0,1334,【未詳】,,113149,,1275,1348,74,113149
296,徐文中,元,未詳,未詳,Xu Wenzhong,,未詳,未詳,,,0,,【未詳】,,105567,,,,,105567
297,安麐,元,未詳,未詳,An Lin,,未詳,未詳,,,0,,【未詳】,,101877,,,,,101877
298,李文,元,未詳,未詳,Li Wen,,未詳,未詳,,,0,,【未詳】,,102758,詩人;拒絕出仕,,,,102758
299,王浹,元,未詳,未詳,Wang Jia,,未詳,未詳,,,0,,【未詳】,,100765,,,,,100765
300,王浹,元,未詳,未詳,Wang Jia,,未詳,未詳,,,0,,【未詳】,,100765,,,,,377095
301,王浹,元,未詳,未詳,Wang Jia,,未詳,未詳,,,0,,【未詳】,,100765,,,,,156105
302,陶鑄,元,未詳,未詳,Tao Zhu,正常科舉,未詳,未詳,,,0,,【未詳】,,108355,,,,,108355
303,卜顏岳石朮,元,未詳,未詳,Buyanyueshishu,,未詳,未詳,,,0,,【未詳】,,114376,,,,,114376
304,歐陽衡,元,未詳,未詳,Ouyang Heng,正常科舉,未詳,未詳,,,0,1390,【未詳】,Index year algorithmically generated: Rule 5;,111524,,,,,111524
305,丁易東,元,未詳,未詳,Ding Yidong,正常科舉,未詳,未詳,0,0,0,1298,【未詳】,累官至編修。入元不仕，筑石壇精舍，教授生徒以終。亦據元人傳記資料索引電子版34咸淳四年進士,37940,[為官者：文];收徒講學;鄉先生;建書院/義塾/家塾  ,,,,37940
306,龔名安,元,未詳,未詳,Gong Mingan,,未詳,未詳,,,0,,【未詳】,,113519,,,,,113519
307,倪鏜,元,未詳,未詳,Ni Tang,,未詳,未詳,,,0,,【未詳】,,105137,良吏;循吏,,,,105137
308,吳復,元,未詳,未詳,Wu Fu,,未詳,未詳,,,0,,【未詳】,,102308,,,,,102308
309,阿思牙,元,未詳,未詳,Asiya,,未詳,未詳,,,0,,【未詳】,,430325,,,,,430325
310,于炳文,元,未詳,未詳,Yu Bingwen,,未詳,未詳,,,0,,【未詳】,,100335,,,,,100335
311,阿只吉,元,未詳,未詳,Azhiji,,未詳,未詳,,,0,,【未詳】,,114726,,,,,114726
312,阿只吉,元,未詳,未詳,Azhiji,,未詳,未詳,,,0,,【未詳】,,114726,,,,,55686
313,董玉,元,未詳,未詳,Dong Yu,,未詳,未詳,,,0,,【未詳】,,109817,,,,,109817
314,高逸,元,未詳,未詳,Gao Yi,,未詳,未詳,,,0,,【未詳】,,117809,,,,,117809
315,焦鼐,元,未詳,未詳,Jiao Nai,,未詳,未詳,,,0,1341,【未詳】,Index year algorithmically generated: Rule 17;,108705,,,,,108705
316,鄭紹,元,未詳,未詳,Zheng Shao(2),徵召門,未詳,未詳,,,0,1347,【未詳】,"Zheng(1) Shao(2) [34395] CHECK funerary inscription. WDY, 3, p. 1924.",34395,[為官者：文],1288,1353,66,34395
317,李芳遠,明,元,明,Li Fangyuan,監生門,至正,永樂,27,20,0,,【未詳】,,438715,,1367,1422,56,438715
318,完者帖木兒,元,未詳,未詳,Wanzhetiemuer,,未詳,未詳,,,0,,【未詳】,,115834,,,,,115834
319,朱虎,元,未詳,未詳,Zhu Hu,,未詳,未詳,,,0,1303,【未詳】,"Zhu(1) Hu [33450] Kunshan JZ (1367), 5.1a-2b. WDY, 1, p. 307.",33450,[為官者：文],0,0,0,33450
320,魏仲,元,未詳,未詳,Wei Zhong,,未詳,未詳,,,0,,【未詳】,,112758,,,,,112758
321,齊璧,元,未詳,未詳,Qi Bi,,未詳,未詳,,,0,,【未詳】,,110765,,,,,110765
322,鄭禧,元,未詳,未詳,Zheng Xi,,未詳,未詳,,,0,,【未詳】,,111877,,,,,111877
323,邵思誠,元,未詳,未詳,Shao Sicheng,,未詳,未詳,,,0,,【未詳】,,104376,,,,,104376
324,段僧奴,元,元,明,Duan Sengnu,,至正,洪武,15,31,1,1398,【未詳】,,118355,,1355,1398,44,118355
325,王安義,元,未詳,未詳,Wang Anyi,,未詳,未詳,,,0,,【未詳】,,101174,,,,,101174
326,王安義,元,未詳,未詳,Wang Anyi,,未詳,未詳,,,0,,【未詳】,,101174,,,,,376684
327,王安義,元,未詳,未詳,Wang Anyi,,未詳,未詳,,,0,,【未詳】,,101174,,,,,225184
328,李天箎,元,未詳,未詳,Li Tianchi,,未詳,未詳,,,0,,【未詳】,,103149,,,,,103149
329,方氏(方鳳女),元,未詳,未詳,Fang Shi(Daughter of Fang Feng),,未詳,未詳,,,1,1329,【未詳】,,386829,,,,,386829
330,楊守仁,元,未詳,未詳,Yang Shouren,,未詳,未詳,,,0,,【未詳】,,109544,,,,,109544
331,木納失里,元,未詳,未詳,Munashili,,未詳,未詳,,,0,1347,【未詳】,,115567,,,1347,,115567
332,汪照乘,元,未詳,未詳,Wang Zhaocheng,,未詳,未詳,,,0,1354,【未詳】,"Wang(1) Zhaocheng [30786] CHECK funerary inscriptions of father, Yanchang [30779].",30786,,0,0,0,30786
333,鮑元康,元,未詳,未詳,Bao Yuankang,,未詳,未詳,,,0,1352,【未詳】,,112308,,1309,1352,44,112308
334,鮑元康,元,未詳,未詳,Bao Yuankang,,未詳,未詳,,,0,1352,【未詳】,,112308,,1309,1352,44,144568
335,趙必,元,未詳,未詳,Zhao Bi,,未詳,未詳,,,0,,【未詳】,,110335,,,,,110335
336,郭文進,元,未詳,未詳,Guo Wenjin,,未詳,未詳,,,0,,【未詳】,,107809,,,,,107809
337,耿煥,元,未詳,未詳,Geng Huan,,未詳,未詳,,,0,,【未詳】,,105834,,,,,105834
338,段禧,元,未詳,未詳,Duan Xi,,未詳,未詳,,,0,,【未詳】,,104726,,,,,104726
339,史午,元,未詳,未詳,Shi Wu,,未詳,未詳,,,0,,【未詳】,,101524,,,,,101524
340,杜良,元,未詳,未詳,Du Liang,,未詳,未詳,,,0,,【未詳】,,103519,,,,,103519
341,中都海牙,元,未詳,未詳,Zhongdouhaiya,,未詳,未詳,,,0,,【未詳】,,115137,,,,,115137
342,黃裳,元,未詳,未詳,Huang Chang,,未詳,未詳,,,0,,【未詳】,,109114,,,,,109114
343,李良臣,元,未詳,未詳,Li Liangchen,,未詳,未詳,,,0,,【未詳】,,103276,,,,,103276
344,黃居正,元,未詳,未詳,Huang Juzheng,,未詳,未詳,,,0,1292,【未詳】,,134105,,,,,134105
345,吳鼎,元,未詳,未詳,Wu Ding,,未詳,未詳,,,0,,【未詳】,,117665,,,,,117665
346,隋世昌,元,未詳,未詳,Sui Shichang,,未詳,未詳,,,0,,【未詳】,,108969,,,,,108969
347,囊加䚟,元,未詳,未詳,Nangjia?,,未詳,未詳,,,0,1318,【未詳】,Index year algorithmically generated: Rule 8;,115658,,,,,115658
348,帖木迭兒,元,未詳,未詳,Tiemudieer,,未詳,未詳,,,0,,【未詳】,,116977,,,,,116977
349,艾子高,元,未詳,未詳,Ai Zigao,,未詳,未詳,,,0,1367,【未詳】,"Ai(1) Zigao [28820] His wife, daughter of Li(2) Cun(2) [28812], died with babe in arms when the rebel armies arrived. The marriage was arranged when Li(2) Cun was fleeing the advancing rebel armies in late Yuan and temporarily stayed in Linchuan. Death dates could have been earlier. Raozhou FZ (1511), p. 674.",28820,,0,0,0,28820
350,楊烈,元,未詳,未詳,Yang Lie,,未詳,未詳,,,0,,【未詳】,,109381,,,,,109381
351,王忠,明,元,明,Wang Zhong,,至正,永樂,19,7,0,1409,【未詳】,,66689,,1359,1409,51,66689
352,謝升孫,元,未詳,未詳,Xie Shengsun,,未詳,未詳,,,0,1317,【未詳】,Index year algorithmically generated: Rule 8;,112467,,,,,112467
353,謝升孫,元,未詳,未詳,Xie Shengsun,,未詳,未詳,,,0,1317,【未詳】,Index year algorithmically generated: Rule 8;,112467,,,,,144207
354,周繼周,明,未詳,未詳,Zhou Jizhou,,未詳,未詳,,,0,1356,【未詳】,,104049,,1297,1371,75,104049
355,馬文質,元,未詳,未詳,Ma Wenzhi,,未詳,未詳,,,0,,【未詳】,,106074,,,,,106074
356,李斐,元,未詳,未詳,Li Fei,,未詳,未詳,,,0,1311,【未詳】,,102934,,1252,1321,70,102934
357,王熙,元,未詳,未詳,Wang Xi,,未詳,未詳,,,0,,【未詳】,,100909,,,,,100909
358,呂常德,元,未詳,未詳,Lv Changde,,未詳,未詳,,,0,,【未詳】,,394382,,,,,394382
359,汪強,元,未詳,未詳,Wang Qiang,,未詳,未詳,,,0,,【未詳】,,103626,經學家—易經,,,,103626
360,秃赤,元,未詳,未詳,Tuchi,,未詳,未詳,,,0,1303,【未詳】,Index year algorithmically generated: Rule 10;,117235,,,,,117235
361,鄧剡,元,未詳,未詳,Deng Yan,正常科舉,未詳,未詳,,,0,1291,【未詳】,亦據元人傳記資料索引電子版12581景定三年進士,51450,,1232,1303,72,51450
362,鄧剡,元,未詳,未詳,Deng Yan,正常科舉,未詳,未詳,,,0,1291,【未詳】,亦據元人傳記資料索引電子版12581景定三年進士,51450,,1232,1303,72,367200
363,豈台蒙古,元,未詳,未詳,Qitaimenggu,,未詳,未詳,,,0,,【未詳】,,115208,,,,,115208
364,盧琮,元,未詳,未詳,Lu Cong,,未詳,未詳,,,0,,【未詳】,,112037,,,,,112037
365,董鐩,元,未詳,未詳,Dong Sui,,未詳,未詳,,,0,1367,【未詳】,"Dong(1) Sui [29362] WDY, 3, p. 1598.",29362,[為官者：文],,,,29362
366,董鐩,元,未詳,未詳,Dong Sui,,未詳,未詳,,,0,1367,【未詳】,"Dong(1) Sui [29362] WDY, 3, p. 1598.",29362,[為官者：文],,,,287336
367,姚鐩,元,未詳,未詳,Yao Sui,,未詳,未詳,,,0,,【未詳】,,396645,,,,,396645
368,黃得名,元,未詳,未詳,Huang Deming,,未詳,未詳,,,0,,【未詳】,,436434,,,,,436434
369,金仁傑,元,未詳,未詳,Jin Renjie,,未詳,未詳,,,0,,【未詳】,,104419,,,,,104419
370,常寬,元,未詳,未詳,Chang Kuan,,未詳,未詳,,,0,,【未詳】,,106424,,,,,106424
371,吳振祖,元,未詳,未詳,Wu Zhenzu,,未詳,未詳,,,0,,【未詳】,,102467,,,,,102467
372,伯顏,元,未詳,未詳,Boyan,,未詳,未詳,,,0,,【未詳】,,114049,,,,,114049
373,赫德爾,元,未詳,未詳,Hedeer,正常科舉,未詳,未詳,,,0,,【未詳】,,116074,,,,,116074
374,曾欽,元,未詳,未詳,Zeng Qin,,未詳,未詳,,,0,,【未詳】,,108590,,,,,108590
375,虞宏光,元,未詳,未詳,Yu Hongguang,,未詳,未詳,,,0,,【未詳】,,423266,,,,,423266
376,葉由庚,元,未詳,元,Ye Yougeng,,未詳,至元,,16,0,1261,【未詳】,"Ye(1) Yougeng [28123] CHECK funerary inscription of father-in-law, Wang(2) Yanze [10724].",28123,理學家,1202,1279,78,28123
377,釋淨真,元,未詳,未詳,Shi Jingzhen,,未詳,未詳,,,0,1321,【未詳】,,113276,,1262,1333,72,113276
378,項雄飛,元,未詳,未詳,Xiang Xiongfei,,未詳,未詳,,,0,1310,【未詳】,"Xiang(3) Xiongfei [16972] See documentation for father-in-law, Fang(1) Fengchen [3294], and possible kin, Xiang(3) Xuan [16966].",16972,[武學生],0,0,0,16972
379,張永祥,元,未詳,未詳,Zhang Yongxiang,,未詳,未詳,,,0,,【未詳】,,106977,,,,,106977
380,許昌孫,元,未詳,未詳,Xu Changsun,,未詳,未詳,,,0,,【未詳】,,107665,,,,,107665
381,徐達左,明,未詳,未詳,Xu Dazuo,,未詳,未詳,,,0,1392,【未詳】,,105658,農民,1333,1395,63,105658
382,朱景仁,元,未詳,未詳,Zhu Jingren,,未詳,未詳,,,0,1361,【未詳】,,102037,士人,1310,1361,52,102037
383,廼麻歹,元,未詳,未詳,Naimadai,,未詳,未詳,,,0,,【未詳】,,399949,,,,,399949
384,察罕不花,元,未詳,未詳,Chahanbuhua,正常科舉;特旨門,未詳,未詳,,,0,,【未詳】,,114419,,,,,114419
385,沙的,元,未詳,未詳,Shade,,未詳,未詳,,,0,,【未詳】,,116424,,,,,116424
386,步魯合答,元,未詳,未詳,Bulu Heda,徵召門,未詳,未詳,,,0,1301,雍古,"Boru Qada [28573] Rose to be Daluhuachi of Yunnan. WDY, 4, p. 2296",28573,[武官],,,,28573
387,暗都剌蠻,元,未詳,未詳,Andoulaman,,未詳,未詳,,,0,,【未詳】,,113626,,,,,113626
388,余維恭,元,未詳,未詳,Yu Weigong,特旨門,未詳,未詳,,,1,1291,【未詳】,"Yu(6) Weigong [34550] CHECK epitaph. WDY, 1, p. 381.",34550,[妻];[母],1255,1291,37,34550
389,嚴文,元,未詳,未詳,Yan Wen,,未詳,未詳,,,0,,【未詳】,,112934,,,,,112934
390,劉偘,元,未詳,未詳,Liu Kan,,未詳,未詳,,,0,,【未詳】,,110909,,,,,110909
391,張壽卿,元,未詳,未詳,Zhang Shouqing,,未詳,未詳,,,0,,【未詳】,,107235,,,,,107235
392,唐大年,元,未詳,未詳,Tang Danian,,未詳,未詳,,,0,,【未詳】,,105208,,,,,105208
393,陸唐俊,元,未詳,未詳,Lu Tangjun,,未詳,未詳,,,0,1330,吳郡,"Lu(5) Tangjun [33780] Pinghu XZ (1627), p. 865.",33780,士人,0,0,0,33780
394,釋智圓,元,未詳,未詳,Shi Zhiyuan,,未詳,未詳,,,0,,【未詳】,,113333,,,,,113333
395,張鏞,元,未詳,未詳,Zhang Yong,,未詳,未詳,,,0,,【未詳】,,106832,書院山長,,,,106832
396,僧家叔,元,未詳,未詳,Sengjiashu,,未詳,未詳,,,0,,【未詳】,,390284,,,,,390284
397,郭完,元,未詳,未詳,Guo Wan,,未詳,未詳,,,0,,【未詳】,,107720,隱居授徒,,,,107720
398,呂汲,元,未詳,未詳,Lv Ji,,未詳,未詳,,,0,1327,【未詳】,,102522,地方士人/鄉紳;為善鄉里;好學;建書院/義塾/家塾  ;孝子/孝女,1268,1346,79,102522
